recordID,campaign,surveyID,starttime,endtime,today,enumeratorID,deviceID,plotID,province,district,road_type,gps_origin,latitude,longitude,altitude,accuracy,bearing,bearing_te,picture,field_acce,hab,hab_perc,hab_parth_presence,hab_parth_abundance,hab_parth_phenology,hab_crop_irrigation,hab_crop_type,hab_crop_pheno,hab_forest_type,hab_veg_abundance,zygo_prese,zygo_defol,final_comm
3694,2,a04875cf-1811-42b6-af8b-f72bb0cd7d4a,08/03/2019 16:25,08/03/2019 16:28,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-c496619c-0d82-4bd4-ad1b-2d1a18452813,punjab,mianwali,Local,32.90522460825741 71.35681338608265 184.0 5.0,32.90522461,71.35681339,184,5,NA,,1552044370134.jpg,,Field crop- margin,20,yes,40-60%,Rosette growth,,,,,,no,none,
4453,2,a04875cf-1811-42b6-af8b-f72bb0cd7d4a,08/03/2019 16:25,08/03/2019 16:28,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-c496619c-0d82-4bd4-ad1b-2d1a18452813,punjab,mianwali,Local,32.90522460825741 71.35681338608265 184.0 5.0,32.90522461,71.35681339,184,5,NA,,1552044370134.jpg,,Agroforestry,20,yes,20-40%,Rosette growth,,,,,,no,none,
2833,2,1cad6875-c8da-49f1-be19-fc7de6dd4296,08/03/2019 16:42,08/03/2019 16:45,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-582570a0-027b-4712-ad31-6b255bc564e0,punjab,mianwali,Local,32.876209393143654 71.34608077816665 179.0 5.0,32.87620939,71.34608078,179,5,NA,,1552045431765.jpg,,Field crop - planted,80,no,0,,irrigated,wheat,growth,,,,,
4667,2,1cad6875-c8da-49f1-be19-fc7de6dd4296,08/03/2019 16:42,08/03/2019 16:45,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-582570a0-027b-4712-ad31-6b255bc564e0,punjab,mianwali,Local,32.876209393143654 71.34608077816665 179.0 5.0,32.87620939,71.34608078,179,5,NA,,1552045431765.jpg,,Field crop- margin,20,no,0,,,,,,,,,
1741,2,0bf53e89-5a91-472e-a209-9cef951f9b75,08/03/2019 16:53,08/03/2019 16:55,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-b9abc64a-2342-483b-bd33-26ea457b1a6c,punjab,mianwali,Local,32.89118772838265 71.33455943316221 190.0 5.0,32.89118773,71.33455943,190,5,NA,,1552046024435.jpg,,Field crop - planted,80,no,0,,irrigated,other cash crop (not food),growth,,,,,Fodder crop
4425,2,0bf53e89-5a91-472e-a209-9cef951f9b75,08/03/2019 16:53,08/03/2019 16:55,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-b9abc64a-2342-483b-bd33-26ea457b1a6c,punjab,mianwali,Local,32.89118772838265 71.33455943316221 190.0 5.0,32.89118773,71.33455943,190,5,NA,,1552046024435.jpg,,Field crop- margin,20,no,0,,,,,,,,,Fodder crop
1156,2,c1e1414f-3912-40b5-bcda-1dd2693a14c5,08/03/2019 17:34,08/03/2019 17:38,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-b5eaa1aa-3b47-41dc-ab17-209b92ec0181,punjab,mianwali,District,32.82160561066121 71.33442297577858 161.0 5.0,32.82160561,71.33442298,161,5,NA,,1552048574905.jpg,,Field crop - planted,60,no,0,,irrigated,wheat,growth,,,,,
3361,2,c1e1414f-3912-40b5-bcda-1dd2693a14c5,08/03/2019 17:34,08/03/2019 17:38,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-b5eaa1aa-3b47-41dc-ab17-209b92ec0181,punjab,mianwali,District,32.82160561066121 71.33442297577858 161.0 5.0,32.82160561,71.33442298,161,5,NA,,1552048574905.jpg,,Agroforestry,20,no,0,,,,,,,,,
3697,2,c1e1414f-3912-40b5-bcda-1dd2693a14c5,08/03/2019 17:34,08/03/2019 17:38,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-b5eaa1aa-3b47-41dc-ab17-209b92ec0181,punjab,mianwali,District,32.82160561066121 71.33442297577858 161.0 5.0,32.82160561,71.33442298,161,5,NA,,1552048574905.jpg,,Field crop- margin,20,no,0,,,,,,,,,
1864,2,d9bb01c0-bff4-4e4e-8dda-163aa6596880,08/03/2019 17:41,08/03/2019 17:44,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-52529b1e-0c39-480b-8537-215fea423492,punjab,mianwali,District,32.83941455651075 71.34335976094007 163.0 5.0,32.83941456,71.34335976,163,5,NA,,1552048975732.jpg,,Bare areas,100,no,0,,,,,,,,,
1188,2,605872bb-f8f0-4fe8-ad72-991af0d57f47,08/03/2019 17:48,08/03/2019 17:52,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-0dd7b6de-8089-4f76-b4d6-fa68c53e3c5b,punjab,mianwali,District,32.84449290018529 71.3726999424398 160.0 5.0,32.8444929,71.37269994,160,5,NA,,1552049405543.jpg,,Field crop - planted,40,yes,10-20%,Inflorescence emergence,irrigated,wheat,growth,,,no,none,
4455,2,605872bb-f8f0-4fe8-ad72-991af0d57f47,08/03/2019 17:48,08/03/2019 17:52,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-0dd7b6de-8089-4f76-b4d6-fa68c53e3c5b,punjab,mianwali,District,32.84449290018529 71.3726999424398 160.0 5.0,32.8444929,71.37269994,160,5,NA,,1552049405543.jpg,,Field crop- margin,20,yes,20-40%,Flowering 50%,,,,,,no,none,
4791,2,605872bb-f8f0-4fe8-ad72-991af0d57f47,08/03/2019 17:48,08/03/2019 17:52,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-0dd7b6de-8089-4f76-b4d6-fa68c53e3c5b,punjab,mianwali,District,32.84449290018529 71.3726999424398 160.0 5.0,32.8444929,71.37269994,160,5,NA,,1552049405543.jpg,,Field crop - planted,40,no,0,,irrigated,other cash crop (not food),growth,,,no,none,
2838,2,d14392a5-d9fe-4fb4-ad5d-50a3301d077b,08/03/2019 17:56,08/03/2019 17:58,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-a95f9851-d8d3-4486-a511-7b400f2fea22,punjab,mianwali,District,32.85112851765007 71.39515078626573 149.0 5.0,32.85112852,71.39515079,149,5,NA,,1552049802961.jpg,,Field crop - planted,80,no,0,,irrigated,wheat,growth,,,no,none,
4550,2,d14392a5-d9fe-4fb4-ad5d-50a3301d077b,08/03/2019 17:56,08/03/2019 17:58,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-a95f9851-d8d3-4486-a511-7b400f2fea22,punjab,mianwali,District,32.85112851765007 71.39515078626573 149.0 5.0,32.85112852,71.39515079,149,5,NA,,1552049802961.jpg,,Field crop- margin,20,yes,10-20%,Leaf development,,,,,,no,none,
1867,2,606aaff5-1f51-4a09-8038-9ae687b77dd6,08/03/2019 18:01,08/03/2019 18:04,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-df6231fb-6661-401c-b0eb-836d92bb286d,punjab,mianwali,District,32.862315592356026 71.41029277816415 166.0 5.0,32.86231559,71.41029278,166,5,NA,,1552050126788.jpg,,Field crop - planted,70,no,0,,irrigated,wheat,growth,,,no,none,
3700,2,606aaff5-1f51-4a09-8038-9ae687b77dd6,08/03/2019 18:01,08/03/2019 18:04,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-df6231fb-6661-401c-b0eb-836d92bb286d,punjab,mianwali,District,32.862315592356026 71.41029277816415 166.0 5.0,32.86231559,71.41029278,166,5,NA,,1552050126788.jpg,,Field crop- margin,30,yes,60-80%,Ripening of seeds,,,,,,no,none,
1502,2,d0281ebe-d38d-4f4e-99f1-ec476e6e2b67,08/03/2019 18:07,08/03/2019 18:11,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-bd535f19-5870-4882-bef7-6edceb700859,punjab,mianwali,District,32.8765203198418 71.42373165115714 168.0 5.0,32.87652032,71.42373165,168,5,NA,,1552050507178.jpg,,Field crop - planted,70,no,0,,irrigated,wheat,growth,,,no,none,
2608,2,d0281ebe-d38d-4f4e-99f1-ec476e6e2b67,08/03/2019 18:07,08/03/2019 18:11,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-bd535f19-5870-4882-bef7-6edceb700859,punjab,mianwali,District,32.8765203198418 71.42373165115714 168.0 5.0,32.87652032,71.42373165,168,5,NA,,1552050507178.jpg,,Field crop- margin,30,yes,40-60%,Ripening of seeds,,,,,,no,none,
1625,2,b147a7d3-a0c1-4ef2-9da3-5f10a34e15b2,08/03/2019 18:15,08/03/2019 18:18,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-daca29d5-f02c-4035-b8e7-e3dd12ecaf6f,punjab,mianwali,District,32.891160948202014 71.43585548736155 175.0 5.0,32.89116095,71.43585549,175,5,NA,,1552051031732.jpg,,Bare areas,65,yes,10-20%,Leaf development,,,,,,no,none,
2609,2,b147a7d3-a0c1-4ef2-9da3-5f10a34e15b2,08/03/2019 18:15,08/03/2019 18:18,08/03/2019 00:00,1,3.53E+14,mianwali-2019-03-08-daca29d5-f02c-4035-b8e7-e3dd12ecaf6f,punjab,mianwali,District,32.891160948202014 71.43585548736155 175.0 5.0,32.89116095,71.43585549,175,5,NA,,1552051031732.jpg,,"Building, roads or runways",35,no,0,,,,,,1-10 %,no,none,
34,2,e20e54cc-7724-4341-b95e-eb41ada05ccd,09/03/2019 10:28,09/03/2019 10:31,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-08d20f56-c802-4efd-bf3b-c71a850e1cb0,punjab,mianwali,not paved,32.280135126784444 71.6624298132956 154.0 5.0,32.28013513,71.66242981,154,5,NA,,1552109370241.jpg,,Field crop - planted,40,no,0,,rainfed,other cereals,growth,,,,,
531,2,e20e54cc-7724-4341-b95e-eb41ada05ccd,09/03/2019 10:28,09/03/2019 10:31,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-08d20f56-c802-4efd-bf3b-c71a850e1cb0,punjab,mianwali,not paved,32.280135126784444 71.6624298132956 154.0 5.0,32.28013513,71.66242981,154,5,NA,,1552109370241.jpg,,Field crop - fallow,40,no,0,,rainfed,,,,,,,
963,2,e20e54cc-7724-4341-b95e-eb41ada05ccd,09/03/2019 10:28,09/03/2019 10:31,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-08d20f56-c802-4efd-bf3b-c71a850e1cb0,punjab,mianwali,not paved,32.280135126784444 71.6624298132956 154.0 5.0,32.28013513,71.66242981,154,5,NA,,1552109370241.jpg,,Field crop- margin,20,no,0,,,,,,,,,
35,2,25243724-0163-4c43-a73e-749d03226f73,09/03/2019 10:33,09/03/2019 10:38,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-385b6537-9002-4a02-81e7-2489a9fa15ff,kpk,di_khan,National,32.29451650287956 70.72455980814993 254.0 5.0,32.2945165,70.72455981,254,5,NA,,1552109792293.jpg,,Shrubland and woodland,50,no,0,,,,,,,,,
970,2,25243724-0163-4c43-a73e-749d03226f73,09/03/2019 10:33,09/03/2019 10:38,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-385b6537-9002-4a02-81e7-2489a9fa15ff,kpk,di_khan,National,32.29451650287956 70.72455980814993 254.0 5.0,32.2945165,70.72455981,254,5,NA,,1552109792293.jpg,,Bare areas,50,no,0,,,,,,,,,
37,2,0db17751-3d27-424c-b9b3-2c76d45b82bc,09/03/2019 10:41,09/03/2019 10:48,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-ec0c11fe-ad24-4a55-a55b-e24279ad9d8e,kpk,di_khan,District,32.3124158475548 70.73056359775364 278.0 5.0,32.31241585,70.7305636,278,5,NA,,1552110146113.jpg,,Shrubland and woodland,100,no,0,,,,,,,,,"2nd GPS taken parallel, Not possible to go inside due to congested shrub, W"
36,2,c3f94d1f-2918-4b1e-aa6b-153fc7588f11,09/03/2019 10:43,09/03/2019 10:45,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-8490e423-7967-4143-a113-ff61f0d8b6f2,punjab,mianwali,not paved,32.26439961232245 71.67614738456905 162.0 5.0,32.26439961,71.67614738,162,5,NA,,1552110241014.jpg,,Field crop - planted,70,no,0,,rainfed,other cereals,emergence,,,,,Chikpea crop
680,2,c3f94d1f-2918-4b1e-aa6b-153fc7588f11,09/03/2019 10:43,09/03/2019 10:45,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-8490e423-7967-4143-a113-ff61f0d8b6f2,punjab,mianwali,not paved,32.26439961232245 71.67614738456905 162.0 5.0,32.26439961,71.67614738,162,5,NA,,1552110241014.jpg,,Field crop - bare soil,20,no,0,,rainfed,,,,,,,Chikpea crop
776,2,c3f94d1f-2918-4b1e-aa6b-153fc7588f11,09/03/2019 10:43,09/03/2019 10:45,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-8490e423-7967-4143-a113-ff61f0d8b6f2,punjab,mianwali,not paved,32.26439961232245 71.67614738456905 162.0 5.0,32.26439961,71.67614738,162,5,NA,,1552110241014.jpg,,Agroforestry,10,no,0,,,,,,,,,Chikpea crop
6273,2,a84b3fa2-1b1c-417e-a36b-8d72060a9915,09/03/2019 10:50,09/03/2019 11:00,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-e4cdcc0f-515f-4db3-a96c-37d3b895ecd8,kpk,di_khan,National,32.325188904069364 70.74182602576911 308.0 5.0,32.3251889,70.74182603,308,5,NA,,1552110678609.jpg,,Shrubland and woodland,60,no,0,,,,,,,,,"2nd GPS taken parallel, Not possible to go inside due to congested shrub, W"
6288,2,a84b3fa2-1b1c-417e-a36b-8d72060a9915,09/03/2019 10:50,09/03/2019 11:00,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-e4cdcc0f-515f-4db3-a96c-37d3b895ecd8,kpk,di_khan,National,32.325188904069364 70.74182602576911 308.0 5.0,32.3251889,70.74182603,308,5,NA,,1552110678609.jpg,,Bare areas,40,no,0,,,,,,,,,"2nd GPS taken parallel, Not possible to go inside due to congested shrub, W"
890,2,eca928a3-28c2-4c5f-88ca-2ba72ce1a6f9,09/03/2019 10:54,09/03/2019 10:57,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-f9550408-6a5d-4c8a-9713-108b0526ed06,punjab,mianwali,not paved,32.26165336556733 71.69408993795514 153.0 5.0,32.26165337,71.69408994,153,5,NA,,1552110937276.jpg,,Field crop - planted,100,no,0,,rainfed,other cereals,growth,,,,,Chikpea crop
6709,2,9d24d935-a6ac-4904-8b15-5abc3e05d16f,09/03/2019 11:00,09/03/2019 11:04,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-de476580-b424-471f-9665-9750828f7d20,kpk,di_khan,District,32.324051605537534 70.72559430263937 282.0 5.0,32.32405161,70.7255943,282,5,NA,,1552111244353.jpg,,Bare areas,35,no,0,,,,,,,,,
6805,2,9d24d935-a6ac-4904-8b15-5abc3e05d16f,09/03/2019 11:00,09/03/2019 11:04,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-de476580-b424-471f-9665-9750828f7d20,kpk,di_khan,District,32.324051605537534 70.72559430263937 282.0 5.0,32.32405161,70.7255943,282,5,NA,,1552111244353.jpg,,Field crop - planted,65,no,0,,rainfed,wheat,growth,,,,,
1197,2,b730666c-8204-4f16-b50f-17e6cbf66a61,09/03/2019 11:06,09/03/2019 11:09,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-584400e0-61e9-4465-97f5-f957c8c952d1,punjab,mianwali,not paved,32.26154322735965 71.71594558283687 144.0 5.0,32.26154323,71.71594558,144,5,NA,,1552111611897.jpg,,Field crop - planted,80,no,0,,rainfed,other cereals,growth,,,,,Chikpea crop
3708,2,b730666c-8204-4f16-b50f-17e6cbf66a61,09/03/2019 11:06,09/03/2019 11:09,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-584400e0-61e9-4465-97f5-f957c8c952d1,punjab,mianwali,not paved,32.26154322735965 71.71594558283687 144.0 5.0,32.26154323,71.71594558,144,5,NA,,1552111611897.jpg,,Field crop- margin,20,no,0,,,,,,,,,Chikpea crop
1757,2,5c4c55d9-31c5-4268-bc4b-8f281e5ed3e3,09/03/2019 11:09,09/03/2019 11:15,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-2d076f9e-a97f-4dc0-b675-9f79d1845cc4,kpk,di_khan,Local,32.338694371283054 70.70871432311833 264.0 5.0,32.33869437,70.70871432,264,5,NA,,1552111810419.jpg,,Field crop - fallow,60,no,0,,rainfed,,,,,,,
3365,2,5c4c55d9-31c5-4268-bc4b-8f281e5ed3e3,09/03/2019 11:09,09/03/2019 11:15,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-2d076f9e-a97f-4dc0-b675-9f79d1845cc4,kpk,di_khan,Local,32.338694371283054 70.70871432311833 264.0 5.0,32.33869437,70.70871432,264,5,NA,,1552111810419.jpg,,Orchard,15,no,0,,,,,,,,,
3588,2,5c4c55d9-31c5-4268-bc4b-8f281e5ed3e3,09/03/2019 11:09,09/03/2019 11:15,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-2d076f9e-a97f-4dc0-b675-9f79d1845cc4,kpk,di_khan,Local,32.338694371283054 70.70871432311833 264.0 5.0,32.33869437,70.70871432,264,5,NA,,1552111810419.jpg,,Shrubland and woodland,25,no,0,,,,,,,,,
1183,2,57a6d4e9-562a-40ed-a8f7-cd27388bb90d,09/03/2019 11:20,09/03/2019 11:23,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-f581db05-e4d1-41c9-87eb-7a052cc768ec,punjab,mianwali,not paved,32.270423895679414 71.73152745701373 154.0 5.0,32.2704239,71.73152746,154,5,NA,,1552112480596.jpg,,Field crop - fallow,80,no,0,,irrigated,,,,,,,
3710,2,57a6d4e9-562a-40ed-a8f7-cd27388bb90d,09/03/2019 11:20,09/03/2019 11:23,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-f581db05-e4d1-41c9-87eb-7a052cc768ec,punjab,mianwali,not paved,32.270423895679414 71.73152745701373 154.0 5.0,32.2704239,71.73152746,154,5,NA,,1552112480596.jpg,,Field crop- margin,20,no,0,,,,,,,,,
1758,2,cd290f29-35b3-4820-b69f-4c8aa74731df,09/03/2019 11:29,09/03/2019 11:30,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-d91fae07-f767-4df0-b461-7dd1b6c1c601,kpk,di_khan,National,32.30798798147589 70.74003338813782 297.0 5.0,32.30798798,70.74003339,297,5,NA,,1552112994492.jpg,,Shrubland and woodland,50,no,0,,,,,,,,,
3590,2,cd290f29-35b3-4820-b69f-4c8aa74731df,09/03/2019 11:29,09/03/2019 11:30,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-d91fae07-f767-4df0-b461-7dd1b6c1c601,kpk,di_khan,National,32.30798798147589 70.74003338813782 297.0 5.0,32.30798798,70.74003339,297,5,NA,,1552112994492.jpg,,Bare areas,50,no,0,,,,,,,,,
1557,2,b88028f7-05bd-4476-a577-82e7aa001df3,09/03/2019 11:32,09/03/2019 11:39,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-4fde801d-ae01-4f7f-8909-df0adb889974,punjab,mianwali,not paved,32.26918077562004 71.74443089403212 149.0 5.0,32.26918078,71.74443089,149,5,NA,,1552113281470.jpg,,Field crop - planted,70,no,0,,irrigated,other cereals,growth,,,,,
3592,2,b88028f7-05bd-4476-a577-82e7aa001df3,09/03/2019 11:32,09/03/2019 11:39,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-4fde801d-ae01-4f7f-8909-df0adb889974,punjab,mianwali,not paved,32.26918077562004 71.74443089403212 149.0 5.0,32.26918078,71.74443089,149,5,NA,,1552113281470.jpg,,Field crop- margin,30,no,0,,,,,,,,,
6491,2,a9c22360-3ec1-4541-a495-87b329fd5a45,09/03/2019 11:36,09/03/2019 11:38,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-13e1f7dc-dd45-4b6a-9913-a151cf63195a,kpk,di_khan,National,32.341354032978415 70.74185251258314 331.0 5.0,32.34135403,70.74185251,331,5,NA,,1552113408405.jpg,,Shrubland and woodland,65,no,0,,,,,,,,,
6516,2,a9c22360-3ec1-4541-a495-87b329fd5a45,09/03/2019 11:36,09/03/2019 11:38,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-13e1f7dc-dd45-4b6a-9913-a151cf63195a,kpk,di_khan,National,32.341354032978415 70.74185251258314 331.0 5.0,32.34135403,70.74185251,331,5,NA,,1552113408405.jpg,,Bare areas,35,no,0,,,,,,,,,
1395,2,b8cbf0cf-4d5e-4f1f-a9fc-8b22e3255bf3,09/03/2019 11:40,09/03/2019 11:46,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-4efa40d7-0279-4e9e-8575-a9b6342df0fe,kpk,di_khan,National,32.35813410021365 70.73825634084642 352.0 5.0,32.3581341,70.73825634,352,5,NA,,1552113698273.jpg,,Shrubland and woodland,50,no,0,,,,,,,,,
3714,2,b8cbf0cf-4d5e-4f1f-a9fc-8b22e3255bf3,09/03/2019 11:40,09/03/2019 11:46,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-4efa40d7-0279-4e9e-8575-a9b6342df0fe,kpk,di_khan,National,32.35813410021365 70.73825634084642 352.0 5.0,32.3581341,70.73825634,352,5,NA,,1552113698273.jpg,,Bare areas,50,no,0,,,,,,,,,
1763,2,9ed4da25-3f17-4083-91a2-525f2e90ecaf,09/03/2019 11:47,09/03/2019 11:50,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-9c42857d-805d-4945-9a07-edf565412a25,kpk,di_khan,National,32.37287774216384 70.7450989075005 368.0 5.0,32.37287774,70.74509891,368,5,NA,,1552114072869.jpg,,Field crop - planted,80,no,0,,rainfed,wheat,growth,,,,,
2622,2,9ed4da25-3f17-4083-91a2-525f2e90ecaf,09/03/2019 11:47,09/03/2019 11:50,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-9c42857d-805d-4945-9a07-edf565412a25,kpk,di_khan,National,32.37287774216384 70.7450989075005 368.0 5.0,32.37287774,70.74509891,368,5,NA,,1552114072869.jpg,,Shrubland and woodland,20,no,0,,,,,,,,,
1885,2,8bdca12b-ebe7-4743-a988-a89a17f357de,09/03/2019 11:49,09/03/2019 11:55,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-d00bc847-a0d0-4837-8bb9-f53f874af264,punjab,mianwali,not paved,32.27601420599967 71.74885293468833 149.0 5.0,32.27601421,71.74885293,149,5,NA,,1552114282077.jpg,,Forest,100,no,0,,,,,plantation,,,,Eucalyptus plantation
2494,2,86b94b36-e8aa-4631-8046-7dbb7fdbfeb0,09/03/2019 11:54,09/03/2019 11:56,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-bcfef8ed-6c69-4910-9750-f64dcce6fc80,kpk,di_khan,National,32.39158891607076 70.74885928072035 342.0 5.0,32.39158892,70.74885928,342,5,NA,,1552114502317.jpg,,Field crop - planted,70,no,0,,rainfed,wheat,growth,,,,,
4324,2,86b94b36-e8aa-4631-8046-7dbb7fdbfeb0,09/03/2019 11:54,09/03/2019 11:56,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-bcfef8ed-6c69-4910-9750-f64dcce6fc80,kpk,di_khan,National,32.39158891607076 70.74885928072035 342.0 5.0,32.39158892,70.74885928,342,5,NA,,1552114502317.jpg,,Bare areas,30,no,0,,,,,,,,,
2860,2,d621ad3a-04ac-402d-bc4e-1ad1ffe1d1ca,09/03/2019 12:02,09/03/2019 12:05,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-3f8c5d95-3e5e-4b84-ba24-2327a403a9ef,kpk,di_khan,Local,32.39046305883676 70.73403907008469 336.0 5.0,32.39046306,70.73403907,336,5,NA,,1552115010906.jpg,,Shrubland and woodland,70,no,0,,,,,,,,,
3717,2,d621ad3a-04ac-402d-bc4e-1ad1ffe1d1ca,09/03/2019 12:02,09/03/2019 12:05,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-3f8c5d95-3e5e-4b84-ba24-2327a403a9ef,kpk,di_khan,Local,32.39046305883676 70.73403907008469 336.0 5.0,32.39046306,70.73403907,336,5,NA,,1552115010906.jpg,,Bare areas,30,no,0,,,,,,,,,
52,2,740cbc00-8530-4f2a-879d-d32b946bb7dc,09/03/2019 12:06,09/03/2019 12:09,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-7dc28324-47a1-452c-b2bc-09c6625e4fab,punjab,mianwali,Local,32.28845986537635 71.75283065065742 143.0 5.0,32.28845987,71.75283065,143,5,NA,,1552115229496.jpg,,Forest,100,no,0,,,,,Natural or semi-natural,,,,
53,2,a0c2d613-4ed3-475b-8514-9d25396a6168,09/03/2019 12:16,09/03/2019 12:19,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-6d410bc9-e666-47da-866b-14973976040b,punjab,mianwali,Local,32.28854741435498 71.7303980793804 151.0 5.0,32.28854741,71.73039808,151,5,NA,,1552115832671.jpg,,Field crop - fallow,50,no,0,,rainfed,,,,,,,
709,2,a0c2d613-4ed3-475b-8514-9d25396a6168,09/03/2019 12:16,09/03/2019 12:19,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-6d410bc9-e666-47da-866b-14973976040b,punjab,mianwali,Local,32.28854741435498 71.7303980793804 151.0 5.0,32.28854741,71.73039808,151,5,NA,,1552115832671.jpg,,Shrubland and woodland,50,no,0,,,,,,,,,
1282,2,8013351d-77fe-4f56-9c61-4a7b01ae492b,09/03/2019 12:18,09/03/2019 12:24,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-2103b964-7822-4499-80cb-797f3a5a5d7b,kpk,di_khan,National,32.411662484519184 70.75098786503077 331.0 5.0,32.41166248,70.75098787,331,5,NA,,1552115998507.jpg,,Shrubland and woodland,70,no,0,,,,,,,,,Nearest point from the selected grid due to no road network
3720,2,8013351d-77fe-4f56-9c61-4a7b01ae492b,09/03/2019 12:18,09/03/2019 12:24,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-2103b964-7822-4499-80cb-797f3a5a5d7b,kpk,di_khan,National,32.411662484519184 70.75098786503077 331.0 5.0,32.41166248,70.75098787,331,5,NA,,1552115998507.jpg,,"Building, roads or runways",30,no,0,,,,,,10 - 20  %,,,Nearest point from the selected grid due to no road network
1213,2,cf8d1793-a534-455b-97e9-f3f80922821b,09/03/2019 12:24,09/03/2019 12:26,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-2d18d22c-fcb2-4747-ab80-0521c1bfef5d,punjab,mianwali,Local,32.28862155228853 71.70886480249465 147.0 5.0,32.28862155,71.7088648,147,5,NA,,1552116299241.jpg,,Shrubland and woodland,50,no,0,,,,,,,,,
2992,2,cf8d1793-a534-455b-97e9-f3f80922821b,09/03/2019 12:24,09/03/2019 12:26,09/03/2019 00:00,1,3.53E+14,mianwali-2019-03-09-2d18d22c-fcb2-4747-ab80-0521c1bfef5d,punjab,mianwali,Local,32.28862155228853 71.70886480249465 147.0 5.0,32.28862155,71.7088648,147,5,NA,,1552116299241.jpg,,Field crop - planted,50,no,0,,irrigated,wheat,growth,,,,,
1160,2,204225e8-5faa-422d-8ad4-4b1e83428e75,09/03/2019 12:25,09/03/2019 12:28,09/03/2019 00:00,2,3.53E+14,di_khan-2019-03-09-163da0cc-42bd-4bb0-a0fa-2e7c0e4b0673,kpk,di_khan,National,32.42924625054002 70.75312449596822 322.0 5.0,32.42924625,70.7531245,322,5,NA,,1552116391787.jpg,,Field crop - planted,85,no,0,,rainfed,wheat,growth,,,,,Nearest point from selected grid due to no road network
